;Caption;URL;type;mean_sscd;max_sscd;Index
21;"""Listen to The Dead Weather's New Song, """"Buzzkill(er)""""""";http://cdn.pastemagazine.com/www/articles/deadWeatherSquare.jpg?635503052761724555;VM;0.9238409996032715;0.9257615804672241;723561227
22;Rambo 5 und Rocky Spin-Off - Sylvester Stallone gibt Updates;https://www.movie-infos.net/cms/FileDownload/60-Sylvester-Stallone/?s=789406fd9f7cc06909087d8b24dc08eefc07f48f;VM;0.8372076749801636;0.8447741270065308;2157458139
23;Anna Kendrick is Writing a Collection of Funny, Personal Essays;http://cdn.pastemagazine.com/www/articles/Anna_Kendrick_March_22%2C_2014_%28cropped%29.jpg?635650297562336965;VM;0.871960461139679;0.8751611113548279;853561624
24;Breaking Down the $12 in Your Six-Pack of Craft Beer;http://cdn.pastemagazine.com/www/articles/beer%20five%20points%20bottle%20shop.jpg?635466197548621059;VM;0.8811764717102051;0.884762167930603;905360670
25;<i>It's Always Sunny</i> Gang Will Turn Your Life Around with Self-Help Book;http://cdn.pastemagazine.com/www/articles/alwasysunnylead2.jpg?635422317317512078;VM;0.9269472360610962;0.9299671053886414;1289448237
26;Renegade RSS Laptop Backpack - View 91;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_GB/v1623990170544/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_15275___10.png?sfrm=png&sw=600;TM;0.08695539087057114;0.285070538520813;909615010
27;Passion. Podcast. Profit.;https://onlinecoach1.hipcast.com/albumart/1001_1498664411.jpg;VM;0.6819978952407837;0.750901460647583;1336805127
28;Prince Reunites With Warner Brothers, Plans New Album;http://cdn.pastemagazine.com/www/articles/PrinceWB_Lead.jpg?635334974117435573;VM;0.854887843132019;0.8613815307617188;1618964748
29;Here's Who Ian McShane May Be Playing in <i>Game of Thrones</i> Season Six;http://cdn.pastemagazine.com/www/articles/Ian%20McShane%20Lead.jpg?635742679438050221;VM;0.8500321507453918;0.8565208315849304;1998005644
30;Future Steve Carell Movie Set In North Korea Canceled By New Regency;http://cdn.pastemagazine.com/www/articles/carellkorealead.jpg?635547990301277185;VM;0.9255150556564331;0.928270697593689;1101472497
31;Gary Ryan Moving Beyond Being Good®;https://gryan22.hipcast.com/albumart/1008_1585916145.jpg;VM;0.7015259861946106;0.7239014506340027;762618980
32;Will Ferrell, John C. Reilly in Talks for <i>Border Guards</i>;http://cdn.pastemagazine.com/www/articles/Ferrell-Reilly_lead.jpg?635332462200422399;VM;0.9202027320861816;0.9243667125701904;917170529
33;25 Timeless <i>Golden Girls</i> Memes and Quotables;http://cdn.pastemagazine.com/www/articles/GOLDEN-GIRLS-memes-square.jpg?635764229893426243;VM;0.8550254702568054;0.8729226589202881;100589878
34;Long-Lost F. Scott Fitzgerald Story Rediscovered and Published, 76 Years Later;http://cdn.pastemagazine.com/www/articles/F.%20Scott%20Fitzgerald%20Lead.jpg?635740900053693219;VM;0.8366988897323608;0.8520395755767822;1249151070
35;Watch the First Episode of <i>Garfunkel and Oates</i>;http://cdn.pastemagazine.com/www/articles/GarfunkelandOates%20LEAD.jpg?635425040564740912;VM;0.8733328580856323;0.9090235233306885;301995516
36;J Dilla's Synthesizers, Equipment Donated to Smithsonian Museum;http://cdn.pastemagazine.com/www/articles/9870ebccb0c3407fcd0ffc1cd2d5a3cd.jpg?635416072474042721;VM;0.7087830305099487;0.7381871938705444;2052800505
37;Foyer painted in HABANERO;https://embed.widencdn.net/img/behr/llnec9yfum/640x640px/LH230-HABANERO-foyer.jpeg?keep=c&quality=100&u=kvjtsn;TM;0.6272227764129639;0.6930553317070007;1406943434
38;Living in the Light with Ann Graham Lotz;https://curtismediagroup.hipcast.com/albumart/1506_1611049177.jpg;VM;0.9582650065422058;0.9605264067649841;1626996908
39;<i>The Colbert Report</i> Gets End Date;http://cdn.pastemagazine.com/www/articles/colbert%20lead.jpg?635503564873842776;VM;0.9094403982162476;0.9240458607673645;946603119
40;Brit Marling-Zal Batmanglij Drama Series <i>The OA</i> Gets Picked Up By Netflix;http://cdn.pastemagazine.com/www/articles/Brit_Marling_by_Gage_Skidmore.jpg?635612082740061393;VM;0.6954615116119385;0.7618474960327148;815038636
41;Chris Messina In Talks to Star Alongside Ben Affleck in <i>Live By Night</i>;http://cdn.pastemagazine.com/www/articles/chris%20messina.jpg?635765073645179719;VM;0.9507241249084473;0.9554744958877563;369270038
42;Netflix Strikes Deal with AT&T for Faster Streaming;http://cdn.pastemagazine.com/www/articles/netflix%20leaddd.jpeg?635424148611217868;VM;0.7487396001815796;0.7723124027252197;1349117865
43;Foyer painted in WHITE;https://embed.widencdn.net/img/behr/hnavm38npl/640x640px/RJ110-WHITE-foyer.jpeg?keep=c&quality=100&u=kvjtsn;TM;0.38379257917404175;0.5647754669189453;879021888
44;Sound Advice with John W Doyle;https://johnwdoyle.hipcast.com/albumart/1000_1435926108.jpg;VM;0.7922539710998535;0.7998278141021729;1733826088
45;<i>The Long Dark</i> Gets First Trailer, Steam Early Access;http://cdn.pastemagazine.com/www/articles/environments6b.jpg?635416719434176619;VM;0.7049247026443481;0.7168219089508057;1181537244
46;Watch the Trailer for NBC's <i>Constantine</i>;http://cdn.pastemagazine.com/www/articles/constantine%20lead.jpg?635422098475355695;VM;0.8005790710449219;0.8174548745155334;1348480971
47;Donna Tartt's <i>The Goldfinch</i> Scores Film Adaptation;http://cdn.pastemagazine.com/www/articles/Donna%20Tartt%20514x514.jpg?635422754097924018;VM;0.8428595662117004;0.9179748296737671;291861410
48;Air Conditioners & Parts;https://0965-cdn.doitbest.com/Data/524055.jpg?AutoCrop=1&CropHeight=520&CropWidth=520&Resize=Smallest&Revision=K30m&Timestamp=wRW7jG&Width=520;VM;0.7944754958152771;0.8943088054656982;813492200
49;If Barbie Were The Face of The World's Most Famous Paintings;http://cdn.pastemagazine.com/www/articles/barbie_lead.jpg?635739064371483286;VM;0.8840009570121765;0.8900688886642456;530890567
50;Designart Canada White Stained Glass Floral Design 29-in Round Metal Wall Art;https://cdn.rona.ca/webassets/images/330000589_MainImage_001_l.jpg;VM;0.6300228834152222;0.7458682060241699;1045400375
51;Aaron Paul to Play Luke Skywalker at LACMA Reading of <i>The Empire Strikes Back</i>;http://cdn.pastemagazine.com/www/articles/aaronpSquare.jpg?635544433689463791;VM;0.9480034708976746;0.9495755434036255;56141720
52;Foyer painted in KHAKI;https://embed.widencdn.net/img/behr/hdlpjnzr0k/640x640px/LL220-KHAKI-foyer.jpeg?keep=c&quality=100&u=kvjtsn;TM;0.6020822525024414;0.6706157326698303;683552591
53;Renegade RSS Laptop Backpack - View 31;https://www.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_US/v1600794575200/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_15264___4.png?sfrm=png&sw=600;TM;0.027169641107320786;0.09152314066886902;1607260297
54;Renegade RSS Laptop Backpack - View 21;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_PT/v1627100799671/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_15264___3.png?sfrm=png&sw=600;TM;0.17518679797649384;0.32960712909698486;278795022
55;Falmouth Navy Blue Area Rug by Andover Mills;https://secure.img1-ag.wfcdn.com/im/76234895/resize-h600-w600%5Ecompr-r85/5676/56767528/falmouth-navy-blue-area-rug.jpg;VM;0.7773346900939941;0.8496038913726807;1177758833
56;Emma Watson to play Belle in Disney's <i>Beauty and the Beast</i>;http://cdn.pastemagazine.com/www/articles/emmawatsonlead%20%28Custom%29.jpg?635579365489633218;VM;0.9058327674865723;0.9105864763259888;394663893
57;George R.R. Martin Donates $10,000 to Wolf Sanctuary for a 13-Year-Old Fan;http://cdn.pastemagazine.com/www/articles/GRRM.jpg?635418622121419380;VM;0.8748467564582825;0.8858453631401062;539814630
58;Director Danny Boyle Is Headed To TV With FX Deal;http://cdn.pastemagazine.com/www/articles/boylelead2.jpg?635493756596313916;VM;0.9256622195243835;0.9285759329795837;1203209985
59;Plymouth Curtain Panel featuring Madelyn - White Botanical Floral Large Scale by heatherdutton;https://garden.spoonflower.com/c/8995996/i/l/ABeESxQAR4HI7A8gwwfPe0VgA0DPhHjMtb2o9Qc/8995996-plymouth-l.jpg;TM;0.48058614134788513;0.5763167142868042;756633928
60;Plymouth Curtain Panel featuring diamond_x_blue_gray by boxwood_press;https://garden.spoonflower.com/c/5806567/i/l/FuRu9pm7DYajf6UTv21krdv060APWOjeEtQ14Kc/5806567-plymouth-l.jpg;TM;0.4465342164039612;0.5223795175552368;1551651279
61;Axle Laptop Backpack - View 81;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_SK/v1618115396933/sits/ogio-backpack-2017-axle/ogio-backpack-2017-axle_15275___9.png?sfrm=png&sw=600;TM;0.37490490078926086;0.5045740604400635;909071138
62;Renegade RSS Laptop Backpack - View 3;https://eu.callawaygolf.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_ES/v1614403466550/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_1___3.png?sw=950&sfrm=png;TM;0.06475017964839935;0.23188573122024536;308521978
63;Anzell Blue/Gray Area Rug by Andover Mills;https://secure.img1-ag.wfcdn.com/im/91178025/resize-h600-w600%5Ecompr-r85/5408/54088980/anzell-blue/gray-area-rug.jpg;TM;0.003264391329139471;0.036826688796281815;797395818
64;Aero 51-204710 51 Series 15x10 Wheel, Spun, 5 on 4-3/4 BP, 1 Inch BS;https://content.speedwaymotors.com/ProductImages/25851204710_L_aa9875cf-9a0b-47e0-a723-a1b20c5b243b.jpg;TM;0.32746586203575134;0.36927592754364014;1685649874
65;Melrose Gray/Blue Area Rug by Andover Mills;https://secure.img1-ag.wfcdn.com/im/96965552/resize-h600-w600%5Ecompr-r85/3619/36191360/melrose-gray/blue-area-rug.jpg;TM;0.027705755084753036;0.07160542905330658;1300224368
66;Aero 58-905055PUR 58 Series 15x10 Wheel, SP, 5 on 5 Inch, 5-1/2 BS;http://static.speedwaymotors.com/RS/SR/Product/36/25858905055PUR_S_1a8d5b83.jpg;TM;0.45122623443603516;0.5728404521942139;487633233
67;Lilah Gray Area Rug by Andover Mills;https://secure.img1-ag.wfcdn.com/im/14136094/resize-h600-w600%5Ecompr-r85/3991/39917543/lilah-gray-area-rug.jpg;TM;-0.012428125366568565;0.0029007596895098686;2090768058
68;George R.R. Martin to Focus on Writing Next Book, World Rejoices;http://cdn.pastemagazine.com/www/articles/George%20RR%20Martin%20514x514.jpg?635633622343345550;VM;0.8985684514045715;0.9211483001708984;1990608024
69;Baby Shower Turned Meteor Shower: Anne Hathaway Fights Off Aliens in Sci-Fi Comedy <i>The Shower</i>;http://cdn.pastemagazine.com/www/articles/annehathaway_square.jpg?635766507483156309;VM;0.7909922003746033;0.8315950036048889;1410705082
70;Ava DuVernay Won't Direct <i>Black Panther</i> After All;http://cdn.pastemagazine.com/www/articles/Ava%20DuVernay%20Lead%202.jpg?635717695206410016;VM;0.8194378018379211;0.8270366787910461;1934352321
71;Renegade RSS Laptop Backpack - View 51;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_SK/v1618719952534/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_15275___6.png?sfrm=png&sw=600;TM;0.40138524770736694;0.5645716786384583;608427790
72;Shaw Floors Couture' Collection Ultimate Expression 15′ Sahara 00205_19829;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/19829_00205_main.jpg;TM;0.02838887646794319;0.08052445203065872;969829456
73;Foyer painted in HIGH TIDE;https://embed.widencdn.net/img/behr/y0w4bpiwtj/640x640px/tb_47_foyer_940x420.jpeg?keep=c&quality=100&u=kvjtsn;TM;0.30617088079452515;0.34537965059280396;1066876179
74;33 Screenshots of Musicians in Videogames;http://cdn.pastemagazine.com/www/articles/kurt%20cobain%20gallery%20main.jpg?635447295449617440;TM;0.6176638603210449;0.6707451343536377;1975651677
75;<i>Breaking Bad</i> Fans Get a Chance to Call Saul with Albuquerque Billboard;http://cdn.pastemagazine.com/www/articles/Saul%20LEAD.jpg?635417922811441021;VM;0.9068430662155151;0.9113706350326538;269481798
76;Shaw Floors Sandy Hollow III 15′ Adobe 00108_Q4278;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/q4278_00108_main.jpg;TM;0.026715636253356934;0.05525214970111847;619095014
77;Designart Blue Fractal Abstract Illustration Abstract Canvas Wall Art - 7 Panels;https://s7d9.scene7.com/is/image/JCPenney/DP1101201705204673M;TM;0.4614028036594391;0.6100441217422485;1187484058
78;Shaw Floors Couture' Collection Ultimate Expression 15′ Peanut Brittle 00702_19829;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/19829_00702_main.jpg;TM;0.05722937732934952;0.08681119978427887;18344782
79;Aero 50-975035BLU 50 Series 15x7 Inch Wheel, 5 on 5 Inch BP 3-1/2 BS;https://content.speedwaymotors.com/ProductImages/25850975035BLU_L_6744ae04-5d5a-46b2-ab0a-3e7605285db3.jpg;VM;0.5995343923568726;0.7799551486968994;1823548789
80;Aero 55-004220 55 Series 15x10 Wheel, 4-lug, 4 on 4-1/4 BP, 2 Inch BS;http://static.speedwaymotors.com/RS/SR/Product/9/25855004220_T_1a8d4ba7.jpg;TM;0.40292540192604065;0.44855326414108276;1683590374
81;Design Art Light in Dense Fall Forest with Fog Ultra Vibrant Landscape Oversized Circle Wall Art;"https://s7d9.scene7.com/is/image/JCPenney/DP0129201806105870M?resmode=sharp2&amp;op_sharpen=1&amp;wid=100&amp;hei=100";TM;0.6128921508789062;0.6739711761474609;1208775630
82;Renegade RSS Laptop Backpack - View 5;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_SE/v1571262720979/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_15275___5.png?sfrm=png&sw=600;TM;0.03442971780896187;0.05871439725160599;136565496
83;Lilah Dark Gray Area Rug by Andover Mills;https://secure.img1-ag.wfcdn.com/im/95850987/resize-h600-w600%5Ecompr-r85/4004/40044538/lilah-dark-gray-area-rug.jpg;TM;0.005734958685934544;0.11301881074905396;450797342
84;FUSE Backpack 25 - View 81;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_FI/v1624476259240/sits/ogio-backpack-2020-fuse-25/ogio-backpack-2020-fuse-25_2___9.png?sfrm=png&sw=600;VM;0.6105773448944092;0.7080535888671875;950906628
85;Obadiah Hand-Woven Wool Gray Area Rug by Mercury Row;https://secure.img1-ag.wfcdn.com/im/21748184/resize-h600-w600%5Ecompr-r85/5799/57998610/obadiah-hand-woven-wool-gray-area-rug.jpg;TM;0.4818902611732483;0.5918493866920471;190142879
86;Foyer painted in SALTY AIR;https://embed.widencdn.net/img/behr/lup9fxbskd/640x640px/LG180-01-SALTY-AIR-foyer.jpeg?keep=c&quality=100&u=kvjtsn;TM;0.4155401289463043;0.5049726963043213;1991918345
87;Shaw Floors Shaw Design Center Different Times II 12 Classic Buff 00108_5C494;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5c494_00108_main.jpg;TM;0.044291239231824875;0.09324811398983002;1148600527
88;Shaw Floors Sandy Hollow Classic Iv 12′ Sahara 00205_E0554;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e0554_00205_main.jpg;TM;0.03259221464395523;0.07812583446502686;1345782108
89;Shaw Floors Value Collections All Star Weekend III 15′ Net Desert Sunrise 00721_E0816;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e0816_00721_main.jpg;TM;0.04448779672384262;0.11294718831777573;520615556
90;Aero 50-284730 50 Series 15x8 Inch Wheel, 5 on 4-3/4 BP, 3 Inch BS;http://static.speedwaymotors.com/RS/SR/Product/87/25850284730_T_1a8d2046.jpg;TM;0.30670875310897827;0.3379155993461609;1482948897
91;Sarah Silverman Will Star in HBO Pilot from <i>Secret Diary of a Call Girl</i> Creator;http://cdn.pastemagazine.com/www/articles/ssilverman.jpg?635545386038769560;VM;0.7454618215560913;0.8625563383102417;2082881531
92;Shaw Floors Caress By Shaw Cashmere II Icelandic 00100_CCS02;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00100_CCS02_20150128_LIVINGROOM_6_SQUARE.jpg;VM;0.2300068885087967;0.7575240731239319;2097629300
93;Freddy Adu Signs For Yet Another Club You Probably Don't Know;http://cdn.pastemagazine.com/www/articles/Freddy%20Adu%20-%20Lead.jpg?635418504808909302;VM;0.8886388540267944;0.8937704563140869;337525504
94;Shaw Floors Nfa/Apg Color Express II Suitable 00712_NA209;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/na209_00712_main.jpg;TM;0.0011120425770059228;0.05376209318637848;852576948
95;Shaw Floors Simply The Best Without Limits II Net Sandbank 00103_5E508;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00103_5e508_20160222_livingroom_3_square.jpg;VM;0.15304610133171082;0.7018970251083374;445306542
96;Shaw Floors Shaw Flooring Gallery Burtonville Luminary 00201_5293G;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5293g_00201_main.jpg;TM;0.02837732993066311;0.06457370519638062;1843514184
97;Shaw Floors Couture' Collection Ultimate Expression 12′ Tropic Vine 00304_19698;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/19698_00304_main.jpg;TM;0.028210710734128952;0.09372541308403015;1967280073
98;Shaw Floors Value Collections Cashmere I Lg Net Harvest Moon 00126_CC47B;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/cc47b_00126_main.jpg;TM;0.012410094030201435;0.034485507756471634;968073555
99;Shaw Floors Value Collections Passageway 2 12 Camel 00204_E9153;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e9153_00204_main.jpg;TM;0.05218379572033882;0.08395852148532867;411641696
100;Shaw Floors Shaw Design Center Different Times II 12 Silk 00104_5C494;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00104_5c494_20160222_livingroom_1_square.jpg;VM;0.1659843474626541;0.7889891862869263;355018969
101;Aero 30-984540BLK 30 Series 13x8 Inch Wheel, 4 on 4-1/2 BP 4 Inch BS;http://static.speedwaymotors.com/RS/SR/Product/3/25830984540BLK_T_1a912a5a.jpg;VM;0.8396437764167786;0.9175560474395752;150457348
102;Shaw Floors Simply The Best Of Course We Can III 12′ Sepia 00105_E9425;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e9425_00105_main.jpg;TM;0.019021375104784966;0.06060356646776199;157163555
103;Signature Purple Ombre Sugar Skull and Rose Bedding;https://cdn.shopify.com/s/files/1/0227/7785/products/Screenshot_2016-03-19_10.06.01_600x.jpg?v=1539293422;TM;0.3578740656375885;0.40915530920028687;1144687178
104;Aero 52-985030GOL 52 Series 15x8 Inch Wheel, 5 on 5 BP, 3 Inch BS IMCA;http://static.speedwaymotors.com/RS/SR/Product/27/25852985030GOL_S_1a8d0eff.jpg;TM;0.48141154646873474;0.579820454120636;602994679
105;Shaw Floors Shaw Flooring Gallery Ellendale 15′ Ink Spot 00501_5301G;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/5301g_00501_main.jpg;TM;0.00023484602570533752;0.05076388269662857;614143658
106;Renegade RSS Laptop Backpack - View 41;https://eu.ogio.com/dw/image/v2/AADH_PRD/on/demandware.static/-/Sites-CGI-ItemMaster/en_GR/v1614490155201/sits/ogio-backpack-2017-renegade-rss/ogio-backpack-2017-renegade-rss_15264___5.png?sfrm=png&sw=600;TM;0.020120862871408463;0.0424039363861084;1348502550
107;Pencil pleat curtains in collection Panama Cotton, fabric: 702-34;https://cdn2.dekoria.com/image/djpg/18/18_1826.4/400/400/Pencil-pleat-curtains_1826.jpg;TM;0.12648460268974304;0.41456910967826843;1666252157
108;Aero 30-974230BLK 30 Series 13x7 Inch Wheel, 4 on 4-1/4 BP 3 Inch BS;http://static.speedwaymotors.com/RS/SR/Product/19/25830974230BLK_S_1a91295c.jpg;VM;0.6582959890365601;0.7036505937576294;818567407
109;Shaw Floors Value Collections Because We Can II 15′ Net Sea Shell 00100_E9315;https://mm-media-res.cloudinary.com/image/fetch/h_600,w_400,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/e9315_00100_main.jpg;TM;0.031679172068834305;0.07032681256532669;1901455523
110;Designart Pink Fractal Pattern With Swirls Abstract Wall Art Canvas - 6 Panels;https://s7d9.scene7.com/is/image/JCPenney/DP1101201705350621M;TM;0.34177908301353455;0.49323713779449463;999022468
111;Read a Previously Unpublished F. Scott Fitzgerald Story;http://cdn.pastemagazine.com/www/articles/F%20Scott%20Fitzgerald.jpeg?635450384884945776;TM;0.03639757260680199;0.09859127551317215;800109620
112;Design Art Beautiful View of Paris Paris Eiffel Towerunder Red Sky Ultra Glossy Cityscape Circle Wall Art;https://s7d9.scene7.com/is/image/JCPenney/DP0104201818584016M;TM;0.5930431485176086;0.6261110305786133;781859091
113;Shaw Floors Queen Point Guard 12′ Flax Seed 00103_Q4855;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/q4855_00103_main.jpg;TM;0.03816511482000351;0.09738034009933472;936324609
114;Shaw Floors Queen Sandy Hollow I 15′ Peanut Brittle 00702_Q4274;https://mm-media-res.cloudinary.com/image/fetch/h_222,w_222,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/q4274_00702_main.jpg;TM;0.04763907194137573;0.09128597378730774;635284610
115;Aero 56-084530 56 Series 15x8 Wheel, Spun, 5 on 4-1/2 BP, 3 Inch BS;https://content.speedwaymotors.com/ProductImages/25856084530_L_cca015fa-d064-42ba-ad26-2c08e36363fe.jpg;TM;0.3411494791507721;0.4099883735179901;332670210
116;Aero 31-974510BLK 31 Series 13x7 Wheel, Spun Lite 4 on 4-1/2 BP 1 BS;http://content.speedwaymotors.com/ProductImages/25831974510BLK_L_d07bf435-f73b-4793-a7de-4f8bd12790d0.jpg;VM;0.7703956365585327;0.8429878354072571;1907722119
117;Shaw Floors Town Creek III Sea Mist 00400_52S32;https://mm-media-res.cloudinary.com/image/fetch/h_1000,w_1600,c_limit/https://mmllc-images.s3.amazonaws.com/shaw/00400_52s32_20160222_livingroom_2_square.jpg;TM;0.0666312575340271;0.12479744106531143;1361044067
